File,Outputs,Mean [ms],StdDev [ms],RelStdDev [%],Best [ms],Median [ms],Worst [ms], ResultsConsistent, Results
RSL/RSL2Viper/ExtraViperExamples/RelAcqRustARCStronger.vpr,1,2440,134,5,2303,2396,2623,true,548.14-exhale.failed:assertion.false,boogieTime=1537
RSL/RSL2Viper/ExtraViperExamples/RustARCOriginal_err.vpr,2,600803,0,0,600803,600803,600803,true,543.14-exhale.failed:insufficient.permission;<no position>-timeout.error,boogieTime=600115
RSL/RSL2Viper/ExtraViperExamples/RustARCStronger.vpr,1,600954,0,0,600954,600954,600954,true,<no position>-timeout.error,boogieTime=600118
RSL/RSL2Viper/OutputExamples/CASModesTest.vpr,0,7892,4545,57,4655,4702,14320,true,success,boogieTime=14226
RSL/RSL2Viper/OutputExamples/CASModesTest_err.vpr,1,600305,0,0,600305,600305,600305,true,<no position>-timeout.error,boogieTime=600115
RSL/RSL2Viper/OutputExamples/FencesDblMsgPass.vpr,0,1549,2,0,1547,1547,1553,true,success,boogieTime=1319
RSL/RSL2Viper/OutputExamples/FencesDblMsgPassSplit.vpr,0,1731,8,0,1722,1730,1742,true,success,boogieTime=1390
RSL/RSL2Viper/OutputExamples/FencesDblMsgPassSplit_err.vpr,1,1736,8,0,1729,1732,1748,true,135.10-exhale.failed:assertion.false,boogieTime=1417
RSL/RSL2Viper/OutputExamples/FencesDblMsgPass_err.vpr,1,1561,1,0,1560,1562,1563,true,148.10-exhale.failed:assertion.false,boogieTime=1327
RSL/RSL2Viper/OutputExamples/RSLLockNoSpin.vpr,0,797,0,0,797,798,798,true,success,boogieTime=688
RSL/RSL2Viper/OutputExamples/RSLLockNoSpin_err.vpr,1,810,7,0,803,808,821,true,118.10-exhale.failed:insufficient.permission,boogieTime=694
RSL/RSL2Viper/OutputExamples/RSLSpinLock.vpr,0,1163,12,1,1147,1166,1178,true,success,boogieTime=948
RSL/RSL2Viper/OutputExamples/RelAcqDblMsgPassSplit.vpr,0,856,4,0,849,859,860,true,success,boogieTime=668
RSL/RSL2Viper/OutputExamples/RelAcqDblMsgPassSplit_err.vpr,1,874,6,0,865,876,881,true,135.10-exhale.failed:assertion.false,boogieTime=687
RSL/RSL2Viper/OutputExamples/RelAcqMsgPass.vpr,0,630,9,1,617,636,637,true,success,boogieTime=568
RSL/RSL2Viper/OutputExamples/RelAcqMsgPass_err.vpr,1,622,1,0,620,623,623,true,118.10-exhale.failed:assertion.false,boogieTime=549
Rea/reachability/_edge_selectors/common.vpr,0,228,0,0,228,229,229,true,success,boogieTime=225
Rea/reachability/_edge_selectors/fnext_reach.vpr,7,41,4,9,36,41,48,true,185.14-typechecker.error;191.59-typechecker.error;279.14-typechecker.error;281.13-typechecker.error;289.14-typechecker.error;293.13-typechecker.error;397.14-typechecker.error,
Rea/reachability/_edge_selectors/next_reach.vpr,7,36,0,0,36,36,36,true,185.14-typechecker.error;191.58-typechecker.error;279.14-typechecker.error;281.13-typechecker.error;289.14-typechecker.error;293.13-typechecker.error;397.14-typechecker.error,
Rea/reachability/examples/0_merge/0_mergeTree.vpr,0,21154,60,0,21102,21121,21239,true,success,boogieTime=19747
Rea/reachability/examples/0_merge/1_mergeDAG.vpr,0,10871,161,1,10643,10984,10987,true,success,boogieTime=9516
Rea/reachability/examples/0_merge/2_merge-buggy-code.vpr,4,3604,10,0,3590,3608,3615,true,468.12-assert.failed:assertion.false;67.32-application.precondition:assertion.false;83.9-call.precondition:assertion.false;94.9-call.precondition:assertion.false,boogieTime=2416
Rea/reachability/examples/0_merge/3_merge-buggy-spec.vpr,4,4852,513,10,4458,4522,5577,true,468.12-assert.failed:assertion.false;67.32-application.precondition:assertion.false;83.9-call.precondition:assertion.false;83.9-call.precondition:assertion.false,boogieTime=3280
Rea/reachability/examples/1_left-child-right-sibling/0_Tree-add-sibling.vpr,0,4086,79,1,3995,4077,4188,true,success,boogieTime=3319
Rea/reachability/examples/1_left-child-right-sibling/1_Tree-add-child.vpr,1,6490,24,0,6457,6497,6517,true,44.13-postcondition.violated:assertion.false,boogieTime=4862
Rea/reachability/examples/1_left-child-right-sibling/2_DAG-add-sibling.vpr,0,3751,16,0,3729,3758,3767,true,success,boogieTime=2917
Rea/reachability/examples/1_left-child-right-sibling/3_DAG-add-child.vpr,0,6345,22,0,6322,6337,6376,true,success,boogieTime=4816
Rea/reachability/examples/2_harris-list/0_harris-list.vpr,0,3379,52,1,3315,3380,3443,true,success,boogieTime=2582
Rea/reachability/examples/3_acyclic-list/0_append.vpr,0,1498,1,0,1497,1497,1500,true,success,boogieTime=1101
Rea/reachability/examples/3_acyclic-list/1_reverse.vpr,0,1960,19,0,1940,1955,1987,true,success,boogieTime=1581
Rea/reachability/examples/4_ring-insert-impl/0_ring-insert-sorted.vpr,0,90448,29906,33,64118,74949,132278,true,success,boogieTime=42569
Rea/reachability/examples/4_ring-insert-impl/1_ring-insert.vpr,0,15918,3289,20,11891,15915,19949,true,success,boogieTime=11452
Rea/reachability/examples/5_ring-insert-client/0_ring-insert-client-closed-u.vpr,0,3809,1,0,3808,3809,3812,true,success,boogieTime=2710
Rea/reachability/examples/5_ring-insert-client/2_ring-insert-client-failing-beta.vpr,1,3856,16,0,3840,3849,3879,true,56.12-assert.failed:assertion.false,boogieTime=2710
Rea/reachability/examples/5_ring-insert-client/3_ring-insert-client-failing-alpha-gamma.vpr,2,3823,18,0,3797,3834,3838,true,63.12-assert.failed:assertion.false;63.12-assert.failed:assertion.false,boogieTime=2718
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--List--get-Both.vpr,0,1015,4,0,1010,1014,1021,true,success,boogieTime=844
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--List--len-Both.vpr,0,868,7,0,861,865,878,true,success,boogieTime=755
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--List--sorted-Both.vpr,0,978,1,0,977,979,980,true,success,boogieTime=824
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--append-Both.vpr,2,1202,4,0,1197,1203,1208,true,648.10-assert.failed:assertion.false;648.10-assert.failed:assertion.false,boogieTime=1020
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--client-Both.vpr,1,840,7,0,833,838,851,true,336.7-application.precondition:assertion.false,boogieTime=743
Ru1/prusti/verify/fail/demos/append-sorted-error-3.rs/tests_verify_fail_demos_append-sorted-error-3_append-sorted-error-3.rs_append_sorted_error_3--main-Both.vpr,0,480,4,0,474,482,484,true,success,boogieTime=447
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--MessageOption--is_some-Both.vpr,0,625,5,0,622,622,633,true,success,boogieTime=572
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--MessageOption--take-Both.vpr,0,695,2,0,693,694,698,true,success,boogieTime=622
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--SResult---openang-T-closeang---is_ok-Both.vpr,0,623,2,0,620,624,625,true,success,boogieTime=559
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--SResult---openang-T-closeang---unwrap-Both.vpr,0,626,7,1,620,622,636,true,success,boogieTime=581
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--main-Both.vpr,0,479,2,0,476,480,481,true,success,boogieTime=452
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--process-Both.vpr,0,495,0,0,495,496,496,true,success,boogieTime=460
Ru1/prusti/verify/fail/nll-rfc/message.rs/tests_verify_fail_nll-rfc_message_message.rs_message--router-Both.vpr,1,2095,7,0,2085,2099,2102,true,1062.10-assert.failed:assertion.false,boogieTime=1670
Ru1/prusti/verify/fail/nll-rfc/wrong-case1.rs/tests_verify_fail_nll-rfc_wrong-case1_wrong-case1.rs_wrong_case1--bar-Both.vpr,1,677,1,0,676,677,679,true,608.10-assert.failed:assertion.false,boogieTime=584
Ru1/prusti/verify/fail/nll-rfc/wrong-case1.rs/tests_verify_fail_nll-rfc_wrong-case1_wrong-case1.rs_wrong_case1--capitalize-Both.vpr,1,782,5,0,775,783,789,true,664.10-assert.failed:assertion.false,boogieTime=672
Ru1/prusti/verify/fail/nll-rfc/wrong-case1.rs/tests_verify_fail_nll-rfc_wrong-case1_wrong-case1.rs_wrong_case1--main-Both.vpr,0,485,2,0,483,485,488,true,success,boogieTime=458
Ru1/prusti/verify/fail/simple-specs/binary-search.rs/tests_verify_fail_simple-specs_binary-search_binary-search.rs_binary_search--binary_search_help-Both.vpr,3,1016,9,0,1004,1017,1028,true,633.5-application.precondition:assertion.false;718.3-fold.failed:assertion.false;897.5-application.precondition:assertion.false,boogieTime=815
Ru1/prusti/verify/fail/simple-specs/binary-search.rs/tests_verify_fail_simple-specs_binary-search_binary-search.rs_binary_search--binary_search_iter-Both.vpr,2,1567,12,0,1550,1571,1581,true,1085.5-application.precondition:assertion.false;863.5-application.precondition:assertion.false,boogieTime=1213
Ru1/prusti/verify/fail/simple-specs/binary-search.rs/tests_verify_fail_simple-specs_binary-search_binary-search.rs_binary_search--binary_search_rec-Both.vpr,1,621,6,0,613,622,629,true,432.3-fold.failed:assertion.false,boogieTime=558
Ru1/prusti/verify/fail/simple-specs/binary-search.rs/tests_verify_fail_simple-specs_binary-search_binary-search.rs_binary_search--main-Both.vpr,0,478,2,0,476,478,481,true,success,boogieTime=442
Ru1/prusti/verify/pass/arrays/selection_sort.rs/tests_verify_pass_arrays_selection_sort_selection_sort.rs_selection_sort--main-Both.vpr,0,483,1,0,482,483,485,true,success,boogieTime=449
Ru1/prusti/verify/pass/arrays/selection_sort.rs/tests_verify_pass_arrays_selection_sort_selection_sort.rs_selection_sort--selection_sort-Both.vpr,0,5277,49,0,5208,5303,5321,true,success,boogieTime=4486
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final---openang-List-space-as-space-std--ops--Drop-closean.vpr,0,1210,1,0,1209,1210,1213,true,success,boogieTime=967
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--Link--is_empty-Both.vpr,0,781,3,0,779,780,786,true,success,boogieTime=671
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--Link--len-Both.vpr,0,888,4,0,882,889,894,true,success,boogieTime=763
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--Link--lookup-Both.vpr,0,1015,3,0,1010,1017,1019,true,success,boogieTime=867
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--List--len-Both.vpr,0,710,1,0,708,711,712,true,success,boogieTime=650
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--List--lookup-Both.vpr,0,841,6,0,833,843,849,true,success,boogieTime=751
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--List--new-Both.vpr,0,778,2,0,775,777,782,true,success,boogieTime=705
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--List--pop-Both.vpr,0,1616,6,0,1609,1614,1625,true,success,boogieTime=1323
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--List--push-Both.vpr,0,1288,4,0,1282,1289,1293,true,success,boogieTime=1078
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--TrustedOption--is_none-Both.vpr,0,621,7,1,615,616,632,true,success,boogieTime=556
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--TrustedOption--is_some-Both.vpr,0,617,0,0,617,618,618,true,success,boogieTime=561
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--TrustedOption--peek-Both.vpr,0,664,5,0,659,662,671,true,success,boogieTime=603
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--main-Both.vpr,0,477,0,0,477,478,478,true,success,boogieTime=448
Ru1/prusti/verify/pass/larger/first-final.rs/tests_verify_pass_larger_first-final_first-final.rs_first_final--test--basics-Both.vpr,0,3701,128,3,3520,3789,3796,true,success,boogieTime=2816
Ru1/prusti/verify/pass/nll-rfc/borrow_first.rs/tests_verify_pass_nll-rfc_borrow_first_borrow_first.rs_borrow_first--foo-Both.vpr,0,1134,5,0,1128,1134,1141,true,success,boogieTime=897
Ru1/prusti/verify/pass/nll-rfc/borrow_first.rs/tests_verify_pass_nll-rfc_borrow_first_borrow_first.rs_borrow_first--main-Both.vpr,0,486,4,0,481,487,491,true,success,boogieTime=458
Ru1/prusti/verify/pass/nll-rfc/borrow_first.rs/tests_verify_pass_nll-rfc_borrow_first_borrow_first.rs_borrow_first--some_condition-Both.vpr,0,513,3,0,509,512,518,true,success,boogieTime=481
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--borrow_nth-Both.vpr,1,19381,785,4,18277,19828,20039,true,683.3-package.failed:assertion.false,boogieTime=17492
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--get_nth_x-Both.vpr,0,1138,6,0,1132,1136,1148,true,success,boogieTime=974
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--length-Both.vpr,0,962,4,0,958,960,968,true,success,boogieTime=817
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--main-Both.vpr,0,488,5,1,481,488,495,true,success,boogieTime=454
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--shift_nth_x-Both.vpr,1,1079,3,0,1074,1081,1083,true,627.10-assert.failed:assertion.false,boogieTime=876
Ru1/prusti/verify/pass/paper-examples/routes.rs/tests_verify_pass_paper-examples_routes_routes.rs_routes--shift_x-Both.vpr,0,580,8,1,569,584,589,true,success,boogieTime=524
Ru1/prusti/verify/pass/quick/nll-rfc-case1.rs/tests_verify_pass_quick_nll-rfc-case1_nll-rfc-case1.rs_nll_rfc_case1--bar-Both.vpr,0,2057,113,5,1971,1983,2217,true,success,boogieTime=1539
Ru1/prusti/verify/pass/quick/nll-rfc-case1.rs/tests_verify_pass_quick_nll-rfc-case1_nll-rfc-case1.rs_nll_rfc_case1--capitalize-Both.vpr,0,1828,5,0,1824,1825,1837,true,success,boogieTime=1397
Ru1/prusti/verify/pass/quick/nll-rfc-case1.rs/tests_verify_pass_quick_nll-rfc-case1_nll-rfc-case1.rs_nll_rfc_case1--main-Both.vpr,0,482,1,0,481,483,483,true,success,boogieTime=450
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--borrow_nth-Both.vpr,1,19183,289,1,18778,19338,19435,true,683.3-package.failed:assertion.false,boogieTime=17298
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--get_nth_x-Both.vpr,0,1141,11,0,1125,1147,1151,true,success,boogieTime=977
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--length-Both.vpr,0,971,8,0,960,977,978,true,success,boogieTime=821
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--main-Both.vpr,0,481,2,0,479,480,484,true,success,boogieTime=442
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--shift_nth_x-Both.vpr,1,1077,4,0,1071,1079,1082,true,627.10-assert.failed:assertion.false,boogieTime=872
Ru1/prusti/verify/pass/quick/routes.rs/tests_verify_pass_quick_routes_routes.rs_routes--shift_x-Both.vpr,0,577,2,0,576,576,581,true,success,boogieTime=521
Ru1/prusti/verify/pass/rosetta/heapsort.rs/tests_verify_pass_rosetta_Heapsort_Heapsort.rs_Heapsort--heap_sort-Both.vpr,0,1510,7,0,1503,1507,1520,true,success,boogieTime=1134
Ru1/prusti/verify/pass/rosetta/heapsort.rs/tests_verify_pass_rosetta_Heapsort_Heapsort.rs_Heapsort--main-Both.vpr,0,489,4,0,483,492,493,true,success,boogieTime=459
Ru1/prusti/verify/pass/rosetta/heapsort.rs/tests_verify_pass_rosetta_Heapsort_Heapsort.rs_Heapsort--order-Both.vpr,0,517,9,1,510,511,530,true,success,boogieTime=468
Ru1/prusti/verify/pass/rosetta/heapsort.rs/tests_verify_pass_rosetta_Heapsort_Heapsort.rs_Heapsort--shift_down-Both.vpr,0,3115,65,2,3023,3155,3169,true,success,boogieTime=2058
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--Board--available-Both.vpr,0,855,2,0,852,857,858,true,success,boogieTime=691
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--Board--count_degree-Both.vpr,0,1402,2,0,1400,1402,1406,true,success,boogieTime=1144
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--Board--new-Both.vpr,0,494,4,0,489,496,499,true,success,boogieTime=459
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--Point--clone-Both.vpr,0,615,8,1,605,614,626,true,success,boogieTime=533
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--Point--mov-Both.vpr,0,668,5,0,664,665,676,true,success,boogieTime=596
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--knights_tour-Both.vpr,1,603999,0,0,603999,603999,603999,true,<no position>-timeout.error,boogieTime=600140
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--main-Both.vpr,0,811,0,0,810,811,812,true,success,boogieTime=695
Ru1/prusti/verify/pass/rosetta/knight_tour.rs/tests_verify_pass_rosetta_Knights_tour_Knights_tour.rs_Knights_tour--valid-Both.vpr,0,1086,20,1,1058,1099,1103,true,success,boogieTime=918
Ru1/prusti/verify/pass/rosetta/knuth_shuffle.rs/tests_verify_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--knuth_shuffle-Both.vpr,0,1035,2,0,1034,1034,1039,true,success,boogieTime=796
Ru1/prusti/verify/pass/rosetta/knuth_shuffle.rs/tests_verify_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--main-Both.vpr,0,472,3,0,469,471,477,true,success,boogieTime=453
Ru1/prusti/verify/pass/rosetta/knuth_shuffle.rs/tests_verify_pass_rosetta_Knuth_shuffle_Knuth_shuffle.rs_Knuth_shuffle--test-Both.vpr,0,743,7,0,732,747,750,true,success,boogieTime=611
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-PrustiLinkedList2Model_d0b0e86f84df404db6e7ed788a2ee71a-space-as-space-std--clone--Clone-closeang.vpr,0,579,4,0,574,579,585,true,success,boogieTime=524
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-PrustiVecWrapperTmpModel_db9fec63670f40ac84eb877b7f2fb705-space-as-space-std--clone--Clone-closea.vpr,0,564,5,0,558,564,571,true,success,boogieTime=506
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-Test-space-as-space-std--clone--Clone-closeang---clone-Specifications_model2.rs_-openang-Test-spa.vpr,0,679,4,0,674,678,685,true,success,boogieTime=569
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_-openang-Tmp-space-as-space-std--clone--Clone-closeang---clone-Specifications_model2.rs_-openang-Tmp-space.vpr,0,550,5,0,543,550,557,true,success,boogieTime=504
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len-Specifications_model2.rs_LinkedList--len-Specifications.vpr,0,1019,3,0,1014,1021,1023,true,success,boogieTime=729
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_mut2-Specifications_model2.rs_LinkedList--len_mut2-Specifications.vpr,1,1107,11,0,1091,1112,1118,true,1692.10-assert.failed:assertion.false,boogieTime=773
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_shared-Specifications_model2.rs_LinkedList--len_shared-Specifications.vpr,0,1362,2,0,1360,1362,1366,true,success,boogieTime=841
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--len_shared2-Specifications_model2.rs_LinkedList--len_shared2-Specifications.vpr,1,1022,9,0,1014,1017,1035,true,1731.10-assert.failed:assertion.false,boogieTime=738
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--lookup-Specifications_model2.rs_LinkedList--lookup-Specifications.vpr,0,1425,2,0,1421,1427,1427,true,success,boogieTime=946
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--prepend-Specifications_model2.rs_LinkedList--prepend-Specifications.vpr,0,875,4,0,871,872,882,true,success,boogieTime=661
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_LinkedList--prepend2-Specifications_model2.rs_LinkedList--prepend2-Specifications.vpr,0,847,2,0,845,848,850,true,success,boogieTime=656
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_len-Specifications_model2.rs_len-Specifications.vpr,1,569,1,0,568,568,572,true,528.10-assert.failed:assertion.false,boogieTime=511
Ru1/prusti/verify_overflow/fail/core_proof/model2.rs/model2.rs_main-Specifications_model2.rs_main-Specifications.vpr,0,485,5,1,478,487,491,true,success,boogieTime=448
Ru1/prusti/verify_overflow/fail/crates/032_num_integer.rs/tests_verify_overflow_fail_crates_032_num_integer_032_num_integer.rs_032_num_integer---openang-i8-space-as-space-Int.vpr,3,624,3,0,619,625,628,true,376.10-assert.failed:assertion.false;394.10-assert.failed:assertion.false;413.10-assert.failed:assertion.false,boogieTime=544
Ru1/prusti/verify_overflow/fail/crates/032_num_integer.rs/tests_verify_overflow_fail_crates_032_num_integer_032_num_integer.rs_032_num_integer--main-Both.vpr,0,484,5,1,477,486,490,true,success,boogieTime=451
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--main-Both.vpr,0,489,2,0,487,489,493,true,success,boogieTime=454
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--test1-Both.vpr,1,915,6,0,910,911,924,true,593.5-apply.failed:assertion.false,boogieTime=769
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--test2-Both.vpr,0,922,7,0,915,920,932,true,success,boogieTime=758
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--tree--Node--borr.vpr,3,1134,4,0,1131,1132,1140,true,568.3-application.precondition:assertion.false;568.3-application.precondition:assertion.false;604.11-assert.failed:insufficient.permission,boogieTime=928
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--tree--Node--in_r.vpr,0,3203,96,2,3067,3269,3273,true,success,boogieTime=2801
Ru1/prusti/verify_overflow/fail/mut-borrows/binary_search_tree.rs/tests_verify_overflow_fail_mut-borrows_binary_search_tree_binary_search_tree.rs_binary_search_tree--tree--Node--sort.vpr,0,4942,64,1,4892,4901,5034,true,success,boogieTime=4814
Ru1/prusti/verify_overflow/fail/nfm22/binary_search_slice.rs/tests_verify_overflow_fail_nfm22_binary_search_slice_binary_search_slice.rs_binary_search_slice--main-Both.vpr,0,492,8,1,484,489,503,true,success,boogieTime=457
Ru1/prusti/verify_overflow/fail/nfm22/binary_search_slice.rs/tests_verify_overflow_fail_nfm22_binary_search_slice_binary_search_slice.rs_binary_search_slice--search-Both.vpr,2,1309,5,0,1301,1312,1314,true,780.10-assert.failed:assertion.false;820.10-assert.failed:assertion.false,boogieTime=1018
Ru1/prusti/verify_overflow/fail/rosetta/binary_search_original.rs/tests_verify_overflow_fail_rosetta_Binary_search_original_Binary_search_original.rs_Binary_search_original--binary_s.vpr,1,1314,1,0,1313,1314,1316,true,889.10-assert.failed:assertion.false,boogieTime=1041
Ru1/prusti/verify_overflow/fail/rosetta/binary_search_original.rs/tests_verify_overflow_fail_rosetta_Binary_search_original_Binary_search_original.rs_Binary_search_original--main-Bot.vpr,0,488,3,0,485,487,494,true,success,boogieTime=453
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--Ant--mv-Both.vpr,2,2612,4,0,2607,2612,2617,true,1124.10-assert.failed:assertion.false;1474.10-assert.failed:assertion.false,boogieTime=1795
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--Ant--valid-Both.vpr,0,634,1,0,632,635,636,true,success,boogieTime=557
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--Direction--clone-Both.vpr,0,571,5,0,565,573,577,true,success,boogieTime=509
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--Direction--left-Both.vpr,0,485,4,0,482,482,492,true,success,boogieTime=464
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--Direction--right-Both.vpr,0,567,7,1,557,569,576,true,success,boogieTime=515
Ru1/prusti/verify_overflow/fail/rosetta/langtons_ant.rs/tests_verify_overflow_fail_rosetta_Langtons_ant_Langtons_ant.rs_Langtons_ant--main-Both.vpr,0,482,8,1,474,479,495,true,success,boogieTime=457
Ru1/prusti/verify_overflow/pass/binary_search.rs/tests_verify_overflow_pass_binary_search_binary_search.rs_binary_search--binary_search-Both.vpr,0,2610,17,0,2588,2611,2632,true,success,boogieTime=2042
Ru1/prusti/verify_overflow/pass/binary_search.rs/tests_verify_overflow_pass_binary_search_binary_search.rs_binary_search--main-Both.vpr,0,484,2,0,482,483,488,true,success,boogieTime=466
